date,county,state,vehicle_primary_use,battery_electric_vehicles_bevs_,plug_in_hybrid_electric_vehicles_phevs_,electric_vehicle_ev_total,non_electric_vehicles,total_vehicles,percent_electric_vehicles
2020-07-31T00:00:00.000,Lincoln,WA,Truck,0,0,0,4661,4661,0.00
2020-07-31T00:00:00.000,Loudoun,VA,Passenger,1,0,1,83,84,1.19
2020-07-31T00:00:00.000,Montgomery,AL,Passenger,0,1,1,39,40,2.50
2020-07-31T00:00:00.000,New London,CT,Passenger,1,2,3,249,252,1.19
2020-07-31T00:00:00.000,Orange,CA,Passenger,7,2,9,485,494,1.82
2020-06-30T00:00:00.000,Benton,WA,Passenger,359,321,680,134252,134932,0.50
2020-06-30T00:00:00.000,Boone,MO,Passenger,0,1,1,11,12,8.33
2020-06-30T00:00:00.000,Boulder,CO,Passenger,0,1,1,42,43,2.33
2020-06-30T00:00:00.000,Broward,FL,Passenger,2,1,3,106,109,2.75
2020-06-30T00:00:00.000,Bucks,PA,Passenger,1,0,1,19,20,5.00
2020-06-30T00:00:00.000,Cape May,NJ,Passenger,0,1,1,13,14,7.14
2020-06-30T00:00:00.000,Cascade,MT,Passenger,0,1,1,56,57,1.75
2020-06-30T00:00:00.000,Clallam,WA,Passenger,228,168,396,50100,50496,0.78
2020-06-30T00:00:00.000,Cowlitz,WA,Truck,0,0,0,28872,28872,0.00
2020-06-30T00:00:00.000,Dakota,MN,Passenger,0,1,1,31,32,3.13
2020-06-30T00:00:00.000,DeKalb,IN,Passenger,1,0,1,1,2,50.00
2020-05-31T00:00:00.000,Kootenai,ID,Passenger,1,0,1,213,214,0.47
2020-05-31T00:00:00.000,Lewis,WA,Passenger,99,108,207,58244,58451,0.35
2020-05-31T00:00:00.000,Mason,WA,Passenger,157,137,294,47193,47487,0.62
2020-05-31T00:00:00.000,Mason,WA,Truck,0,0,0,20509,20509,0.00
2020-05-31T00:00:00.000,Newport,RI,Passenger,1,0,1,84,85,1.18
2020-05-31T00:00:00.000,Norfolk,VA,Passenger,2,2,4,352,356,1.12
2020-05-31T00:00:00.000,Nueces,TX,Passenger,1,0,1,78,79,1.27
2020-07-31T00:00:00.000,Harrison,MS,Passenger,1,0,1,54,55,1.82
2020-07-31T00:00:00.000,Klickitat,WA,Passenger,56,43,99,15115,15214,0.65
2020-07-31T00:00:00.000,Lake,IL,Passenger,1,0,1,169,170,0.59
2020-09-30T00:00:00.000,Denver,CO,Passenger,1,0,1,110,111,0.90
2020-09-30T00:00:00.000,Deschutes,OR,Passenger,1,0,1,122,123,0.81
2020-09-30T00:00:00.000,Douglas,WA,Passenger,79,45,124,28048,28172,0.44
2020-09-30T00:00:00.000,Douglas,WA,Truck,0,0,0,12379,12379,0.00
2020-09-30T00:00:00.000,El Dorado,CA,Passenger,1,0,1,34,35,2.86
2020-09-30T00:00:00.000,Frederick,MD,Passenger,1,1,2,73,75,2.67
2020-09-30T00:00:00.000,Grant,WA,Passenger,67,80,147,65588,65735,0.22
2020-09-30T00:00:00.000,Gwinnett,GA,Passenger,1,0,1,73,74,1.35
2020-07-31T00:00:00.000,Bradley,TN,Passenger,1,0,1,3,4,25.00
2020-07-31T00:00:00.000,Bucks,PA,Passenger,1,0,1,20,21,4.76
2020-07-31T00:00:00.000,Camden,NJ,Passenger,0,1,1,22,23,4.35
2020-07-31T00:00:00.000,Cape May,NJ,Passenger,0,1,1,13,14,7.14
2020-07-31T00:00:00.000,Charles,MD,Passenger,1,1,2,75,77,2.60
2020-07-31T00:00:00.000,Charleston,SC,Passenger,2,0,2,98,100,2.00
2020-07-31T00:00:00.000,Clark,NV,Passenger,2,3,5,671,676,0.74
2020-07-31T00:00:00.000,Clay,FL,Passenger,0,1,1,82,83,1.20
2020-07-31T00:00:00.000,Douglas,WA,Truck,0,0,0,12351,12351,0.00
2020-07-31T00:00:00.000,DuPage,IL,Passenger,3,0,3,56,59,5.08
2020-07-31T00:00:00.000,Duval,FL,Passenger,0,2,2,363,365,0.55
2020-09-30T00:00:00.000,Juneau,AK,Passenger,0,1,1,28,29,3.45
2020-09-30T00:00:00.000,Lake,FL,Passenger,1,0,1,23,24,4.17
2020-09-30T00:00:00.000,Maui,HI,Passenger,1,0,1,29,30,3.33
2020-07-31T00:00:00.000,Manassas,VA,Passenger,0,1,1,4,5,20.00
2020-07-31T00:00:00.000,Maricopa,AZ,Passenger,5,7,12,1368,1380,0.87
2020-07-31T00:00:00.000,Maui,HI,Passenger,1,0,1,32,33,3.03
2020-07-31T00:00:00.000,Prince George's,MD,Passenger,1,1,2,154,156,1.28
2020-05-31T00:00:00.000,Pinal,AZ,Passenger,1,0,1,183,184,0.54
2020-05-31T00:00:00.000,Prince William,VA,Passenger,2,3,5,221,226,2.21
2020-05-31T00:00:00.000,RÃ­o Grande,PR,Passenger,1,0,1,1,2,50.00
2020-05-31T00:00:00.000,Skamania,WA,Passenger,30,16,46,8527,8573,0.54
2020-05-31T00:00:00.000,Solano,CA,Passenger,1,0,1,213,214,0.47
2020-05-31T00:00:00.000,Tulsa,OK,Passenger,1,1,2,43,45,4.44
2020-05-31T00:00:00.000,Utah,UT,Passenger,0,1,1,129,130,0.77
2020-05-31T00:00:00.000,Whatcom,WA,Passenger,1061,497,1558,149330,150888,1.03
2020-06-30T00:00:00.000,Fairfax,VA,Passenger,4,3,7,734,741,0.94
2020-06-30T00:00:00.000,Howard,MD,Passenger,0,1,1,72,73,1.37
2020-06-30T00:00:00.000,Island,WA,Truck,1,0,1,21216,21217,0.00
2020-06-30T00:00:00.000,Kitsap,WA,Passenger,1331,686,2017,179842,181859,1.11
2020-06-30T00:00:00.000,Klickitat,WA,Truck,0,0,0,8102,8102,0.00
2020-04-30T00:00:00.000,Pacific,WA,Passenger,30,34,64,15840,15904,0.40
2020-04-30T00:00:00.000,Pierce,WA,Truck,0,0,0,141154,141154,0.00
2020-04-30T00:00:00.000,Pinellas,FL,Passenger,1,1,2,107,109,1.83
2020-04-30T00:00:00.000,Polk,FL,Passenger,1,0,1,66,67,1.49
2020-04-30T00:00:00.000,Powhatan,VA,Passenger,1,0,1,0,1,100.00
2020-04-30T00:00:00.000,Richmond,GA,Passenger,0,1,1,92,93,1.08
2020-04-30T00:00:00.000,San Mateo,CA,Passenger,0,1,1,114,115,0.87
2020-04-30T00:00:00.000,Shasta,CA,Passenger,1,0,1,37,38,2.63
2020-04-30T00:00:00.000,Skagit,WA,Truck,1,0,1,32389,32390,0.00
2020-04-30T00:00:00.000,Spokane,WA,Truck,1,0,1,97410,97411,0.00
2020-04-30T00:00:00.000,Stevens,WA,Passenger,33,33,66,30966,31032,0.21
2020-04-30T00:00:00.000,Stevens,WA,Truck,0,0,0,18613,18613,0.00
2020-04-30T00:00:00.000,Suffolk,MA,Passenger,0,2,2,36,38,5.26
2020-07-31T00:00:00.000,Richland,SC,Passenger,0,1,1,156,157,0.64
2020-07-31T00:00:00.000,Riverside,CA,Passenger,3,1,4,610,614,0.65
2020-07-31T00:00:00.000,Salt Lake,UT,Passenger,0,1,1,177,178,0.56
2020-07-31T00:00:00.000,San Juan,WA,Passenger,311,94,405,13959,14364,2.82
2020-07-31T00:00:00.000,San Juan,WA,Truck,0,0,0,5842,5842,0.00
2020-07-31T00:00:00.000,Solano,CA,Passenger,1,0,1,214,215,0.47
2020-07-31T00:00:00.000,Stafford,VA,Passenger,1,1,2,88,90,2.22
2020-07-31T00:00:00.000,Sumter,FL,Passenger,0,1,1,9,10,10.00
2020-07-31T00:00:00.000,Thurston,WA,Truck,0,0,0,55907,55907,0.00
2020-06-30T00:00:00.000,Allegheny,PA,Passenger,1,0,1,68,69,1.45
2020-06-30T00:00:00.000,Bell,TX,Passenger,0,1,1,421,422,0.24
2020-06-30T00:00:00.000,Carson City,NV,Passenger,1,0,1,11,12,8.33
2020-09-30T00:00:00.000,New Haven,CT,Passenger,0,2,2,34,36,5.56
2020-09-30T00:00:00.000,Palm Beach,FL,Passenger,0,1,1,73,74,1.35
2020-09-30T00:00:00.000,Powhatan,VA,Passenger,1,0,1,0,1,100.00
2020-09-30T00:00:00.000,Richmond,GA,Passenger,0,1,1,87,88,1.14
2020-09-30T00:00:00.000,Rockingham,NH,Passenger,1,0,1,24,25,4.00
2020-09-30T00:00:00.000,Rogers,OK,Passenger,1,0,1,5,6,16.67
2020-09-30T00:00:00.000,San Diego,CA,Passenger,16,5,21,2769,2790,0.75
2020-08-31T00:00:00.000,Broward,FL,Passenger,2,1,3,105,108,2.78
2020-08-31T00:00:00.000,Cascade,MT,Passenger,0,1,1,56,57,1.75
2020-07-31T00:00:00.000,Randolph,NC,Passenger,1,0,1,8,9,11.11
2020-07-31T00:00:00.000,San Diego,CA,Passenger,15,5,20,2795,2815,0.71
2020-07-31T00:00:00.000,Sedgwick,KS,Passenger,1,1,2,93,95,2.11
2020-07-31T00:00:00.000,Thurston,WA,Passenger,1177,743,1920,197203,199123,0.96
2020-07-31T00:00:00.000,Washtenaw,MI,Passenger,1,0,1,32,33,3.03
2020-04-30T00:00:00.000,Tarrant,TX,Passenger,1,0,1,175,176,0.57
2020-04-30T00:00:00.000,Whatcom,WA,Truck,3,0,3,42838,42841,0.01
2020-05-31T00:00:00.000,Ada,ID,Passenger,0,1,1,267,268,0.37
2020-05-31T00:00:00.000,Alexandria,VA,Passenger,1,0,1,140,141,0.71
2020-05-31T00:00:00.000,Bartow,GA,Passenger,0,1,1,2,3,33.33
2020-07-31T00:00:00.000,Jefferson,WA,Passenger,249,142,391,24740,25131,1.56
2020-07-31T00:00:00.000,Kent,MI,Passenger,0,1,1,23,24,4.17
2020-07-31T00:00:00.000,Kitsap,WA,Truck,0,0,0,54159,54159,0.00
2020-07-31T00:00:00.000,Lewis,WA,Passenger,107,115,222,58140,58362,0.38
2020-06-30T00:00:00.000,Kootenai,ID,Passenger,1,0,1,209,210,0.48
2020-06-30T00:00:00.000,Lincoln,WA,Truck,0,0,0,4624,4624,0.00
2020-06-30T00:00:00.000,Montgomery,AL,Passenger,0,1,1,39,40,2.50
2020-06-30T00:00:00.000,Montgomery,OH,Passenger,0,1,1,47,48,2.08
2020-06-30T00:00:00.000,Orange,CA,Passenger,7,2,9,495,504,1.79
2020-06-30T00:00:00.000,Pierce,WA,Truck,0,0,0,142186,142186,0.00
2020-08-31T00:00:00.000,Asotin,WA,Truck,0,0,0,6666,6666,0.00
2020-08-31T00:00:00.000,Chesapeake,VA,Passenger,0,2,2,420,422,0.47
2020-07-31T00:00:00.000,Nassau,FL,Passenger,1,0,1,33,34,2.94
2020-07-31T00:00:00.000,Norfolk,VA,Passenger,2,2,4,353,357,1.12
2020-07-31T00:00:00.000,Nueces,TX,Passenger,1,0,1,80,81,1.23
2020-07-31T00:00:00.000,Palm Beach,FL,Passenger,0,1,1,75,76,1.32
2020-09-30T00:00:00.000,Stevens,WA,Truck,0,0,0,18704,18704,0.00
2020-09-30T00:00:00.000,Suffolk,MA,Passenger,0,2,2,34,36,5.56
2020-10-31T00:00:00.000,Adams,WA,Passenger,8,7,15,12936,12951,0.12
2020-10-31T00:00:00.000,Arapahoe,CO,Passenger,1,0,1,122,123,0.81
2020-10-31T00:00:00.000,Asotin,WA,Truck,0,0,0,6684,6684,0.00
2020-05-31T00:00:00.000,Calvert,MD,Passenger,0,2,2,87,89,2.25
2020-05-31T00:00:00.000,Contra Costa,CA,Passenger,3,1,4,336,340,1.18
2020-05-31T00:00:00.000,Dallas,TX,Passenger,1,0,1,199,200,0.50
2020-05-31T00:00:00.000,Pierce,WA,Passenger,2353,1676,4029,547712,551741,0.73
2020-05-31T00:00:00.000,Pierce,WA,Truck,0,0,0,141333,141333,0.00
2020-05-31T00:00:00.000,Pinellas,FL,Passenger,1,1,2,106,108,1.85
2020-05-31T00:00:00.000,Portsmouth,VA,Passenger,0,1,1,76,77,1.30
2020-05-31T00:00:00.000,Putnam,TN,Passenger,0,1,1,3,4,25.00
2020-05-31T00:00:00.000,Santa Cruz,CA,Passenger,1,0,1,35,36,2.78
2020-05-31T00:00:00.000,Skagit,WA,Passenger,400,216,616,91177,91793,0.67
2020-05-31T00:00:00.000,Skagit,WA,Truck,1,0,1,32390,32391,0.00
2020-05-31T00:00:00.000,Snohomish,WA,Passenger,4403,1750,6153,533914,540067,1.14
2020-05-31T00:00:00.000,Spartanburg,SC,Passenger,0,1,1,42,43,2.33
2020-05-31T00:00:00.000,Spokane,WA,Passenger,721,478,1199,315075,316274,0.38
2020-05-31T00:00:00.000,Twin Falls,ID,Passenger,0,1,1,24,25,4.00
2020-05-31T00:00:00.000,Vigo,IN,Passenger,1,0,1,5,6,16.67
2020-05-31T00:00:00.000,Wahkiakum,WA,Truck,0,0,0,1759,1759,0.00
2020-10-31T00:00:00.000,Bartow,GA,Passenger,0,1,1,2,3,33.33
2020-10-31T00:00:00.000,Chesapeake,VA,Passenger,0,3,3,411,414,0.72
2020-10-31T00:00:00.000,Clackamas,OR,Passenger,2,0,2,182,184,1.09
2020-10-31T00:00:00.000,DeKalb,GA,Passenger,1,0,1,72,73,1.37
2020-06-30T00:00:00.000,Clackamas,OR,Passenger,2,0,2,195,197,1.02
2020-06-30T00:00:00.000,Columbia,WA,Passenger,4,3,7,2415,2422,0.29
2020-06-30T00:00:00.000,Contra Costa,CA,Passenger,3,2,5,331,336,1.49
2020-06-30T00:00:00.000,Cumberland,NC,Passenger,0,3,3,463,466,0.64
2020-06-30T00:00:00.000,Douglas,NE,Passenger,0,1,1,54,55,1.82
2020-06-30T00:00:00.000,Fairbanks North Star,AK,Passenger,0,1,1,100,101,0.99
2020-06-30T00:00:00.000,Ferry,WA,Truck,0,0,0,3553,3553,0.00
2020-06-30T00:00:00.000,Franklin,WA,Passenger,60,76,136,60647,60783,0.22
2020-06-30T00:00:00.000,Grays Harbor,WA,Passenger,106,111,217,48143,48360,0.45
2020-08-31T00:00:00.000,Collin,TX,Passenger,1,1,2,118,120,1.67
2020-08-31T00:00:00.000,Columbia,WA,Truck,0,0,0,1527,1527,0.00
2020-08-31T00:00:00.000,DeKalb,GA,Passenger,1,0,1,75,76,1.32
2020-08-31T00:00:00.000,Franklin,WA,Truck,0,0,0,20189,20189,0.00
2020-08-31T00:00:00.000,Grays Harbor,WA,Truck,0,0,0,21031,21031,0.00
2020-07-31T00:00:00.000,Pinal,AZ,Passenger,1,0,1,175,176,0.57
2020-07-31T00:00:00.000,Prince William,VA,Passenger,2,3,5,224,229,2.18
2020-07-31T00:00:00.000,Rockingham,NH,Passenger,1,0,1,23,24,4.17
2020-07-31T00:00:00.000,Rogers,OK,Passenger,1,0,1,5,6,16.67
2020-07-31T00:00:00.000,Santa Cruz,CA,Passenger,1,0,1,32,33,3.03
2020-07-31T00:00:00.000,Snohomish,WA,Passenger,4584,1777,6361,535649,542010,1.17
2020-05-31T00:00:00.000,Ferry,WA,Passenger,5,3,8,4331,4339,0.18
2020-05-31T00:00:00.000,Fort Bend,TX,Passenger,1,0,1,47,48,2.08
2020-05-31T00:00:00.000,Grant,WA,Truck,0,0,0,26987,26987,0.00
2020-05-31T00:00:00.000,Hennepin,MN,Passenger,3,0,3,86,89,3.37
2020-05-31T00:00:00.000,Juneau,AK,Passenger,0,2,2,29,31,6.45
2020-06-30T00:00:00.000,Polk,FL,Passenger,1,0,1,65,66,1.52
2020-06-30T00:00:00.000,Riverside,CA,Passenger,3,1,4,618,622,0.64
2020-06-30T00:00:00.000,San Mateo,CA,Passenger,0,1,1,108,109,0.92
2020-06-30T00:00:00.000,Shasta,CA,Passenger,1,0,1,36,37,2.70
2020-06-30T00:00:00.000,Shelby,OH,Passenger,0,1,1,1,2,50.00
2020-06-30T00:00:00.000,Skagit,WA,Truck,1,0,1,32473,32474,0.00
2020-06-30T00:00:00.000,Stevens,WA,Passenger,36,33,69,30654,30723,0.22
2020-06-30T00:00:00.000,Sumter,FL,Passenger,0,1,1,9,10,10.00
2020-06-30T00:00:00.000,Thurston,WA,Truck,0,0,0,55753,55753,0.00
2020-08-31T00:00:00.000,Chelan,WA,Passenger,248,80,328,54184,54512,0.60
2020-08-31T00:00:00.000,Chelan,WA,Truck,0,0,0,22676,22676,0.00
2020-08-31T00:00:00.000,Clallam,WA,Passenger,239,171,410,49954,50364,0.81
2020-08-31T00:00:00.000,Columbia,WA,Passenger,3,3,6,2423,2429,0.25
2020-08-31T00:00:00.000,Cowlitz,WA,Passenger,152,120,272,72139,72411,0.38
2020-08-31T00:00:00.000,Dakota,MN,Passenger,0,1,1,32,33,3.03
2020-08-31T00:00:00.000,Fairbanks North Star,AK,Passenger,0,1,1,99,100,1.00
2020-08-31T00:00:00.000,Fairfax,VA,Passenger,4,3,7,749,756,0.93
2020-08-31T00:00:00.000,Flathead,MT,Passenger,1,0,1,54,55,1.82
2020-08-31T00:00:00.000,Harrison,MS,Passenger,1,0,1,56,57,1.75
2020-07-31T00:00:00.000,Tulsa,OK,Passenger,1,1,2,41,43,4.65
2020-07-31T00:00:00.000,Wahkiakum,WA,Passenger,6,6,12,3001,3013,0.40
2020-07-31T00:00:00.000,Williams,ND,Passenger,0,1,1,11,12,8.33
2020-08-31T00:00:00.000,Asotin,WA,Passenger,17,14,31,12358,12389,0.25
2020-08-31T00:00:00.000,Brevard,FL,Passenger,0,1,1,81,82,1.22
2020-05-31T00:00:00.000,Washoe,NV,Passenger,1,0,1,102,103,0.97
2020-05-31T00:00:00.000,Whatcom,WA,Truck,3,0,3,42852,42855,0.01
2020-06-30T00:00:00.000,Adams,WA,Truck,0,0,0,5262,5262,0.00
2020-06-30T00:00:00.000,Asotin,WA,Passenger,16,12,28,12323,12351,0.23
2020-06-30T00:00:00.000,Asotin,WA,Truck,0,0,0,6638,6638,0.00
2020-06-30T00:00:00.000,Chesapeake,VA,Passenger,0,2,2,422,424,0.47
2020-06-30T00:00:00.000,Whatcom,WA,Truck,3,0,3,43014,43017,0.01
2020-06-30T00:00:00.000,Williams,ND,Passenger,0,1,1,11,12,8.33
2020-07-31T00:00:00.000,Asotin,WA,Passenger,16,12,28,12380,12408,0.23
2020-07-31T00:00:00.000,Broward,FL,Passenger,2,1,3,104,107,2.80
2020-07-31T00:00:00.000,Calvert,MD,Passenger,0,2,2,88,90,2.22
2020-08-31T00:00:00.000,Jones,GA,Passenger,1,0,1,1,2,50.00
2020-08-31T00:00:00.000,Kern,CA,Passenger,0,1,1,221,222,0.45
2020-08-31T00:00:00.000,Kitsap,WA,Passenger,1401,699,2100,179673,181773,1.16
2020-08-31T00:00:00.000,Kittitas,WA,Truck,0,0,0,14555,14555,0.00
2020-08-31T00:00:00.000,Klickitat,WA,Truck,0,0,0,8105,8105,0.00
2020-08-31T00:00:00.000,Middlesex,MA,Passenger,1,1,2,95,97,2.06
2020-08-31T00:00:00.000,Monroe,IL,Passenger,1,0,1,4,5,20.00
2020-05-31T00:00:00.000,Kittitas,WA,Passenger,102,48,150,29780,29930,0.50
2020-05-31T00:00:00.000,Larimer,CO,Passenger,1,0,1,51,52,1.92
2020-05-31T00:00:00.000,Maui,HI,Passenger,1,0,1,32,33,3.03
2020-05-31T00:00:00.000,Multnomah,OR,Passenger,4,7,11,709,720,1.53
2020-05-31T00:00:00.000,Nassau,NY,Passenger,4,0,4,33,37,10.81
2020-05-31T00:00:00.000,New Haven,CT,Passenger,0,2,2,39,41,4.88
2020-05-31T00:00:00.000,Okanogan,WA,Passenger,34,33,67,25879,25946,0.26
2020-05-31T00:00:00.000,Oldham,KY,Passenger,0,1,1,4,5,20.00
2020-06-30T00:00:00.000,Harrison,MS,Passenger,1,0,1,56,57,1.75
2020-06-30T00:00:00.000,Hennepin,MN,Passenger,3,0,3,83,86,3.49
2020-06-30T00:00:00.000,Kittitas,WA,Passenger,99,47,146,29806,29952,0.49
2020-06-30T00:00:00.000,Klamath,OR,Passenger,1,0,1,30,31,3.23
2020-06-30T00:00:00.000,Klickitat,WA,Passenger,53,41,94,15173,15267,0.62
2020-06-30T00:00:00.000,Lewis,WA,Truck,0,0,0,26212,26212,0.00
2020-06-30T00:00:00.000,Los Angeles,CA,Passenger,7,11,18,986,1004,1.79
2020-06-30T00:00:00.000,Maricopa,AZ,Passenger,5,7,12,1378,1390,0.86
2020-06-30T00:00:00.000,DuPage,IL,Passenger,3,0,3,56,59,5.08
2020-06-30T00:00:00.000,El Paso,CO,Passenger,2,0,2,709,711,0.28
2020-06-30T00:00:00.000,Erie,NY,Passenger,1,0,1,42,43,2.33
2020-06-30T00:00:00.000,Franklin,WA,Truck,0,0,0,19974,19974,0.00
2020-06-30T00:00:00.000,Guadalupe,TX,Passenger,1,0,1,63,64,1.56
2020-08-31T00:00:00.000,Island,WA,Passenger,433,273,706,62824,63530,1.11
2020-08-31T00:00:00.000,Island,WA,Truck,1,0,1,21232,21233,0.00
2020-08-31T00:00:00.000,Klickitat,WA,Passenger,57,42,99,15044,15143,0.65
2020-08-31T00:00:00.000,Kootenai,ID,Passenger,1,0,1,206,207,0.48
2020-08-31T00:00:00.000,Montgomery,OH,Passenger,0,1,1,46,47,2.13
2020-10-31T00:00:00.000,Ferry,WA,Passenger,8,3,11,4351,4362,0.25
2020-10-31T00:00:00.000,Franklin,WA,Passenger,73,78,151,61107,61258,0.25
2020-10-31T00:00:00.000,Franklin,WA,Truck,0,0,0,20376,20376,0.00
2020-10-31T00:00:00.000,Hennepin,MN,Passenger,2,0,2,81,83,2.41
2020-10-31T00:00:00.000,Howard,MD,Passenger,0,1,1,61,62,1.61
2020-10-31T00:00:00.000,Kern,CA,Passenger,0,1,1,219,220,0.45
2020-10-31T00:00:00.000,Kitsap,WA,Passenger,1465,730,2195,179752,181947,1.21
2020-10-31T00:00:00.000,Kittitas,WA,Passenger,121,50,171,29704,29875,0.57
2020-10-31T00:00:00.000,Kittitas,WA,Truck,0,0,0,14626,14626,0.00
2020-10-31T00:00:00.000,Klamath,OR,Passenger,1,0,1,29,30,3.33
2020-06-30T00:00:00.000,Montgomery,PA,Passenger,1,0,1,30,31,3.23
2020-06-30T00:00:00.000,Prince George's,MD,Passenger,1,1,2,162,164,1.22
2020-06-30T00:00:00.000,Randolph,NC,Passenger,1,0,1,7,8,12.50
2020-08-31T00:00:00.000,Denver,CO,Passenger,1,0,1,111,112,0.89
2020-08-31T00:00:00.000,Douglas,WA,Truck,0,0,0,12338,12338,0.00
2020-08-31T00:00:00.000,El Paso,CO,Passenger,2,0,2,702,704,0.28
2020-08-31T00:00:00.000,El Paso,TX,Passenger,3,0,3,410,413,0.73
2020-08-31T00:00:00.000,Garfield,WA,Truck,0,0,0,994,994,0.00
2020-08-31T00:00:00.000,Guadalupe,TX,Passenger,1,0,1,59,60,1.67
2020-08-31T00:00:00.000,Gwinnett,GA,Passenger,1,0,1,75,76,1.32
2020-05-31T00:00:00.000,Sacramento,CA,Passenger,1,0,1,263,264,0.38
2020-05-31T00:00:00.000,San Francisco,CA,Passenger,1,1,2,92,94,2.13
2020-05-31T00:00:00.000,Santa Clara,CA,Passenger,6,2,8,302,310,2.58
2020-05-31T00:00:00.000,Shelby,TN,Passenger,0,1,1,86,87,1.15
2020-05-31T00:00:00.000,Skamania,WA,Truck,0,0,0,4028,4028,0.00
2020-05-31T00:00:00.000,St. Clair,IL,Passenger,1,0,1,141,142,0.70
2020-07-31T00:00:00.000,Chelan,WA,Passenger,240,82,322,54239,54561,0.59
2020-07-31T00:00:00.000,Clallam,WA,Passenger,237,169,406,50063,50469,0.80
2020-07-31T00:00:00.000,Denton,TX,Passenger,1,0,1,84,85,1.18
2020-07-31T00:00:00.000,El Paso,CO,Passenger,2,0,2,710,712,0.28
2020-07-31T00:00:00.000,Fairfax,VA,Passenger,4,3,7,742,749,0.93
2020-10-31T00:00:00.000,Larimer,CO,Passenger,1,0,1,51,52,1.92
2020-10-31T00:00:00.000,Lincoln,WA,Passenger,5,10,15,7616,7631,0.20
2020-10-31T00:00:00.000,Loudoun,VA,Passenger,1,0,1,80,81,1.23
2020-10-31T00:00:00.000,Montgomery,PA,Passenger,1,0,1,25,26,3.85
2020-10-31T00:00:00.000,New London,CT,Passenger,1,2,3,246,249,1.20
2020-10-31T00:00:00.000,Orange,CA,Passenger,5,3,8,461,469,1.71
2020-08-31T00:00:00.000,Montgomery,TX,Passenger,1,0,1,49,50,2.00
2020-08-31T00:00:00.000,Moore,NC,Passenger,0,2,2,155,157,1.27
2020-08-31T00:00:00.000,New London,CT,Passenger,1,2,3,248,251,1.20
2020-08-31T00:00:00.000,Okaloosa,FL,Passenger,0,1,1,140,141,0.71
2020-08-31T00:00:00.000,Orange,CA,Passenger,6,2,8,478,486,1.65
2020-08-31T00:00:00.000,Pacific,WA,Truck,0,0,0,7725,7725,0.00
2020-08-31T00:00:00.000,Pend Oreille,WA,Truck,0,0,0,5750,5750,0.00
2020-08-31T00:00:00.000,Pima,AZ,Passenger,3,1,4,333,337,1.19
2020-08-31T00:00:00.000,Placer,CA,Passenger,1,0,1,80,81,1.23
2020-08-31T00:00:00.000,Ramsey,MN,Passenger,1,0,1,39,40,2.50
2020-08-31T00:00:00.000,Riverside,CA,Passenger,3,0,3,609,612,0.49
2020-08-31T00:00:00.000,Saginaw,MI,Passenger,1,0,1,9,10,10.00
2020-08-31T00:00:00.000,San Juan,WA,Truck,0,0,0,5836,5836,0.00
2020-06-30T00:00:00.000,Jefferson,CO,Passenger,0,1,1,62,63,1.59
2020-06-30T00:00:00.000,Jones,GA,Passenger,1,0,1,1,2,50.00
2020-06-30T00:00:00.000,Kern,CA,Passenger,0,1,1,225,226,0.44
2020-06-30T00:00:00.000,Kitsap,WA,Truck,0,0,0,54080,54080,0.00
2020-06-30T00:00:00.000,Kittitas,WA,Truck,0,0,0,14588,14588,0.00
2020-06-30T00:00:00.000,Lewis,WA,Passenger,102,111,213,58179,58392,0.36
2020-07-31T00:00:00.000,Grant,WA,Truck,0,0,0,27180,27180,0.00
2020-07-31T00:00:00.000,Juneau,AK,Passenger,0,1,1,29,30,3.33
2020-07-31T00:00:00.000,King,WA,Truck,7,1,8,182978,182986,0.00
2020-07-31T00:00:00.000,Lee,FL,Passenger,1,0,1,45,46,2.17
2020-08-31T00:00:00.000,Jefferson,WA,Passenger,249,144,393,24655,25048,1.57
2020-08-31T00:00:00.000,King,WA,Truck,5,1,6,183339,183345,0.00
2020-08-31T00:00:00.000,Lake,FL,Passenger,1,0,1,22,23,4.35
2020-08-31T00:00:00.000,Lincoln,WA,Passenger,5,11,16,7632,7648,0.21
2020-07-31T00:00:00.000,New Haven,CT,Passenger,0,2,2,36,38,5.26
2020-07-31T00:00:00.000,Oldham,KY,Passenger,0,1,1,4,5,20.00
2020-07-31T00:00:00.000,Owyhee,ID,Passenger,1,0,1,3,4,25.00
2020-07-31T00:00:00.000,RÃ­o Grande,PR,Passenger,1,0,1,1,2,50.00
2020-06-30T00:00:00.000,San Juan,WA,Passenger,302,93,395,13968,14363,2.75
2020-06-30T00:00:00.000,Santa Clara,CA,Passenger,6,2,8,297,305,2.62
2020-06-30T00:00:00.000,Sedgwick,KS,Passenger,1,1,2,89,91,2.20
2020-06-30T00:00:00.000,Snohomish,WA,Truck,0,0,0,123946,123946,0.00
2020-06-30T00:00:00.000,Solano,CA,Passenger,1,0,1,216,217,0.46
2020-06-30T00:00:00.000,Spokane,WA,Truck,1,0,1,98342,98343,0.00
2020-06-30T00:00:00.000,Thurston,WA,Passenger,1145,735,1880,196942,198822,0.95
2020-06-30T00:00:00.000,Washtenaw,MI,Passenger,1,0,1,32,33,3.03
2020-08-31T00:00:00.000,New York,NY,Passenger,1,0,1,59,60,1.67
2020-08-31T00:00:00.000,Pierce,WA,Passenger,2521,1704,4225,552635,556860,0.76
2020-08-31T00:00:00.000,Pierce,WA,Truck,0,0,0,143420,143420,0.00
