date,county,state,vehicle_primary_use,battery_electric_vehicles_bevs_,plug_in_hybrid_electric_vehicles_phevs_,electric_vehicle_ev_total,non_electric_vehicles,total_vehicles,percent_electric_vehicles,index
2020-09-30T00:00:00.000,Wahkiakum,WA,Passenger,6,6,12,3016,3028,0.396301189,937
2020-09-30T00:00:00.000,Stafford,VA,Passenger,1,1,2,90,92,2.173913043,938
2020-09-30T00:00:00.000,Stevens,WA,Passenger,35,38,73,30419,30492,0.239407058,939
2020-09-30T00:00:00.000,Sumter,FL,Passenger,0,1,1,11,12,8.333333333,940
2020-09-30T00:00:00.000,Thurston,WA,Truck,0,0,0,56149,56149,0,941
2020-09-30T00:00:00.000,Travis,TX,Passenger,2,1,3,165,168,1.785714286,942
2020-09-30T00:00:00.000,Whitman,WA,Passenger,47,47,94,22003,22097,0.425397113,943
2020-10-31T00:00:00.000,Asotin,WA,Passenger,17,14,31,12404,12435,0.249296341,944
2020-11-30T00:00:00.000,Prince William,VA,Passenger,2,2,4,222,226,1.769911504,945
2020-11-30T00:00:00.000,RÃ­o Grande,PR,Passenger,1,0,1,1,2,50,946
2020-11-30T00:00:00.000,Sacramento,CA,Passenger,2,0,2,240,242,0.826446281,947
2020-11-30T00:00:00.000,San Diego,CA,Passenger,15,4,19,2742,2761,0.688156465,948
2020-11-30T00:00:00.000,Sedgwick,KS,Passenger,1,1,2,86,88,2.272727273,949
2020-11-30T00:00:00.000,Skamania,WA,Passenger,33,21,54,8306,8360,0.645933014,950
2020-11-30T00:00:00.000,Thurston,WA,Passenger,1292,763,2055,197274,199329,1.030958867,951
2020-09-30T00:00:00.000,Newport,RI,Passenger,1,0,1,83,84,1.19047619,952
2020-09-30T00:00:00.000,Plaquemines,LA,Passenger,0,1,1,13,14,7.142857143,953
2020-09-30T00:00:00.000,San Juan,WA,Passenger,331,100,431,13909,14340,3.005578801,954
2020-09-30T00:00:00.000,Sedgwick,KS,Passenger,1,1,2,89,91,2.197802198,955
2020-09-30T00:00:00.000,Snohomish,WA,Truck,0,0,0,124947,124947,0,956
2020-09-30T00:00:00.000,Solano,CA,Passenger,1,0,1,211,212,0.471698113,957
2020-07-31T00:00:00.000,Kootenai,ID,Passenger,1,0,1,207,208,0.480769231,958
2020-07-31T00:00:00.000,Lewis,WA,Truck,0,0,0,26288,26288,0,959
2020-07-31T00:00:00.000,Los Angeles,CA,Passenger,7,11,18,980,998,1.803607214,960
2020-07-31T00:00:00.000,Mason,WA,Truck,0,0,0,20716,20716,0,961
2020-07-31T00:00:00.000,Monterey,CA,Passenger,0,1,1,163,164,0.609756098,962
2020-07-31T00:00:00.000,Morris,NJ,Passenger,1,0,1,17,18,5.555555556,963
2020-07-31T00:00:00.000,New York,NY,Passenger,1,0,1,60,61,1.639344262,964
2020-07-31T00:00:00.000,Pacific,WA,Passenger,33,33,66,15768,15834,0.416824555,965
2020-07-31T00:00:00.000,Pend Oreille,WA,Passenger,7,5,12,9245,9257,0.12963163,966
2020-08-31T00:00:00.000,Albemarle,VA,Passenger,1,0,1,20,21,4.761904762,967
2020-08-31T00:00:00.000,Benton,WA,Passenger,380,322,702,134344,135046,0.519822875,968
2020-08-31T00:00:00.000,Bexar,TX,Passenger,4,5,9,583,592,1.52027027,969
2020-08-31T00:00:00.000,Carroll,MD,Passenger,0,1,1,21,22,4.545454545,970
2020-08-31T00:00:00.000,Clallam,WA,Truck,1,0,1,21706,21707,0.004606809,971
2020-08-31T00:00:00.000,Cowlitz,WA,Truck,0,0,0,28916,28916,0,972
2020-10-31T00:00:00.000,Benton,WA,Passenger,403,340,743,134708,135451,0.548537848,973
2020-10-31T00:00:00.000,Cascade,MT,Passenger,0,1,1,54,55,1.818181818,974
2020-10-31T00:00:00.000,Chelan,WA,Truck,0,0,0,22770,22770,0,975
2020-10-31T00:00:00.000,Boone,MO,Passenger,0,1,1,11,12,8.333333333,976
2020-10-31T00:00:00.000,Broward,FL,Passenger,1,1,2,107,109,1.834862385,977
2020-10-31T00:00:00.000,Calvert,MD,Passenger,0,2,2,83,85,2.352941176,978
2020-10-31T00:00:00.000,Camden,NJ,Passenger,0,1,1,22,23,4.347826087,979
2020-10-31T00:00:00.000,Douglas,CO,Passenger,0,1,1,76,77,1.298701299,980
2020-10-31T00:00:00.000,Douglas,WA,Truck,0,0,0,12418,12418,0,981
2020-10-31T00:00:00.000,DuPage,IL,Passenger,3,0,3,52,55,5.454545455,982
2020-10-31T00:00:00.000,El Dorado,CA,Passenger,1,0,1,33,34,2.941176471,983
2020-10-31T00:00:00.000,El Paso,CO,Passenger,2,0,2,694,696,0.287356322,984
2020-09-30T00:00:00.000,Columbia,WA,Passenger,4,3,7,2421,2428,0.28830313,985
2020-09-30T00:00:00.000,Contra Costa,CA,Passenger,4,2,6,314,320,1.875,986
2020-09-30T00:00:00.000,Cowlitz,WA,Passenger,157,120,277,72168,72445,0.382359031,987
2020-09-30T00:00:00.000,El Paso,TX,Passenger,3,0,3,412,415,0.722891566,988
2020-09-30T00:00:00.000,Fairbanks North Star,AK,Passenger,0,1,1,98,99,1.01010101,989
2020-09-30T00:00:00.000,Flathead,MT,Passenger,1,0,1,55,56,1.785714286,990
2020-09-30T00:00:00.000,Fort Bend,TX,Passenger,1,0,1,44,45,2.222222222,991
2020-09-30T00:00:00.000,Garfield,WA,Truck,0,0,0,987,987,0,992
2020-07-31T00:00:00.000,King,WA,Passenger,24912,7751,32663,1371407,1404070,2.326308517,993
2020-07-31T00:00:00.000,Kings,NY,Passenger,1,0,1,64,65,1.538461538,994
2020-07-31T00:00:00.000,Kittitas,WA,Passenger,104,47,151,29762,29913,0.504797245,995
2020-07-31T00:00:00.000,Kittitas,WA,Truck,0,0,0,14561,14561,0,996
2020-07-31T00:00:00.000,Larimer,CO,Passenger,1,0,1,51,52,1.923076923,997
2020-07-31T00:00:00.000,Lincoln,WA,Passenger,5,11,16,7655,7671,0.20857776,998
2020-07-31T00:00:00.000,Montgomery,PA,Passenger,1,0,1,29,30,3.333333333,999
2020-10-31T00:00:00.000,Juneau,AK,Passenger,0,1,1,27,28,3.571428571,1000
