date,county,state,vehicle_primary_use,battery_electric_vehicles_bevs_,plug_in_hybrid_electric_vehicles_phevs_,electric_vehicle_ev_total,non_electric_vehicles,total_vehicles,percent_electric_vehicles,index
2020-06-30T00:00:00.000,Juneau,AK,Passenger,0,2,2,28,30,6.666666667,1
2020-06-30T00:00:00.000,Lee,FL,Passenger,1,0,1,45,46,2.173913043,2
2020-06-30T00:00:00.000,Maui,HI,Passenger,1,0,1,31,32,3.125,3
2020-06-30T00:00:00.000,Middlesex,MA,Passenger,1,1,2,99,101,1.98019802,4
2020-05-31T00:00:00.000,Jones,GA,Passenger,1,0,1,1,2,50,5
2020-05-31T00:00:00.000,Kern,CA,Passenger,0,1,1,226,227,0.440528634,6
2020-05-31T00:00:00.000,Kitsap,WA,Passenger,1313,678,1991,179673,181664,1.095979391,7
2020-05-31T00:00:00.000,Klickitat,WA,Truck,0,0,0,8121,8121,0,8
2020-05-31T00:00:00.000,Manassas,VA,Passenger,0,1,1,4,5,20,9
2020-04-30T00:00:00.000,Sedgwick,KS,Passenger,1,1,2,90,92,2.173913043,10
2020-04-30T00:00:00.000,Skagit,WA,Passenger,397,215,612,91487,92099,0.664502329,11
2020-04-30T00:00:00.000,St. Mary's,MD,Passenger,1,0,1,216,217,0.460829493,12
2020-04-30T00:00:00.000,Thurston,WA,Passenger,1142,729,1871,197530,199401,0.938310239,13
2020-04-30T00:00:00.000,Washington,OR,Passenger,1,0,1,435,436,0.229357798,14
2020-03-31T00:00:00.000,Whatcom,WA,Truck,3,0,3,43031,43034,0.006971232,15
2020-03-31T00:00:00.000,Yakima,WA,Truck,0,0,0,59604,59604,0,16
2020-04-30T00:00:00.000,Asotin,WA,Passenger,16,12,28,12446,12474,0.224466891,17
2020-04-30T00:00:00.000,Boone,MO,Passenger,0,1,1,13,14,7.142857143,18
2020-04-30T00:00:00.000,Broward,FL,Passenger,3,1,4,112,116,3.448275862,19
2020-04-30T00:00:00.000,Camden,NJ,Passenger,0,2,2,21,23,8.695652174,20
2020-07-31T00:00:00.000,Middlesex,MA,Passenger,1,1,2,96,98,2.040816327,21
2020-07-31T00:00:00.000,Monroe,IL,Passenger,1,0,1,4,5,20,22
2020-07-31T00:00:00.000,Montgomery,OH,Passenger,0,1,1,47,48,2.083333333,23
2020-07-31T00:00:00.000,Moore,NC,Passenger,0,2,2,158,160,1.25,24
2020-07-31T00:00:00.000,Okaloosa,FL,Passenger,0,1,1,138,139,0.71942446,25
2020-07-31T00:00:00.000,Pima,AZ,Passenger,3,1,4,338,342,1.169590643,26
2020-07-31T00:00:00.000,Pinellas,FL,Passenger,1,1,2,106,108,1.851851852,27
2020-07-31T00:00:00.000,Polk,FL,Passenger,1,0,1,65,66,1.515151515,28
2020-03-31T00:00:00.000,Grant,WA,Passenger,58,71,129,65497,65626,0.196568433,29
2020-03-31T00:00:00.000,Grant,WA,Truck,0,0,0,27058,27058,0,30
2020-03-31T00:00:00.000,Grays Harbor,WA,Truck,0,0,0,20785,20785,0,31
2020-03-31T00:00:00.000,Juneau,AK,Passenger,0,2,2,31,33,6.060606061,32
2020-03-31T00:00:00.000,Lee,FL,Passenger,1,0,1,47,48,2.083333333,33
2020-04-30T00:00:00.000,Howard,MD,Passenger,0,1,1,71,72,1.388888889,34
2020-04-30T00:00:00.000,Kern,CA,Passenger,0,1,1,226,227,0.440528634,35
2020-04-30T00:00:00.000,Kitsap,WA,Passenger,1313,676,1989,180585,182574,1.089421276,36
2020-04-30T00:00:00.000,Kittitas,WA,Passenger,101,49,150,29860,30010,0.499833389,37
2020-04-30T00:00:00.000,Kittitas,WA,Truck,0,0,0,14590,14590,0,38
2020-04-30T00:00:00.000,Klamath,OR,Passenger,1,0,1,31,32,3.125,39
2020-04-30T00:00:00.000,Larimer,CO,Passenger,1,0,1,52,53,1.886792453,40
2020-04-30T00:00:00.000,Lincoln,WA,Passenger,4,12,16,7682,7698,0.207846194,41
2020-04-30T00:00:00.000,Loudoun,VA,Passenger,1,0,1,89,90,1.111111111,42
2020-05-31T00:00:00.000,Bexar,TX,Passenger,2,5,7,601,608,1.151315789,43
2020-05-31T00:00:00.000,Chesapeake,VA,Passenger,0,2,2,424,426,0.469483568,44
2020-06-30T00:00:00.000,Chelan,WA,Truck,0,0,0,22521,22521,0,45
2020-06-30T00:00:00.000,Cowlitz,WA,Passenger,138,115,253,72330,72583,0.348566469,46
2020-06-30T00:00:00.000,El Paso,TX,Passenger,3,0,3,420,423,0.709219858,47
2020-06-30T00:00:00.000,Flathead,MT,Passenger,1,0,1,58,59,1.694915254,48
2020-06-30T00:00:00.000,Fort Bend,TX,Passenger,1,0,1,47,48,2.083333333,49
2020-06-30T00:00:00.000,Garfield,WA,Truck,0,0,0,974,974,0,50
2020-04-30T00:00:00.000,Douglas,WA,Truck,0,0,0,12269,12269,0,51
2020-04-30T00:00:00.000,DuPage,IL,Passenger,3,0,3,56,59,5.084745763,52
2020-04-30T00:00:00.000,El Paso,CO,Passenger,2,0,2,720,722,0.27700831,53
2020-03-31T00:00:00.000,Maui,HI,Passenger,1,0,1,34,35,2.857142857,54
2020-03-31T00:00:00.000,Middlesex,MA,Passenger,1,1,2,107,109,1.834862385,55
2020-03-31T00:00:00.000,New Haven,CT,Passenger,0,2,2,41,43,4.651162791,56
2020-05-31T00:00:00.000,Montgomery,TX,Passenger,1,0,1,52,53,1.886792453,57
2020-05-31T00:00:00.000,New London,CT,Passenger,1,2,3,254,257,1.167315175,58
2020-05-31T00:00:00.000,Orange,CA,Passenger,7,2,9,493,502,1.792828685,59
2020-05-31T00:00:00.000,Pacific,WA,Truck,0,0,0,7626,7626,0,60
2020-05-31T00:00:00.000,Powhatan,VA,Passenger,1,0,1,0,1,100,61
2020-05-31T00:00:00.000,Richmond,GA,Passenger,0,1,1,92,93,1.075268817,62
2020-05-31T00:00:00.000,Riverside,CA,Passenger,3,1,4,626,630,0.634920635,63
2020-05-31T00:00:00.000,Saginaw,MI,Passenger,1,0,1,10,11,9.090909091,64
2020-05-31T00:00:00.000,San Juan,WA,Truck,0,0,0,5861,5861,0,65
2020-05-31T00:00:00.000,Shasta,CA,Passenger,1,0,1,36,37,2.702702703,66
2020-07-31T00:00:00.000,San Mateo,CA,Passenger,0,1,1,106,107,0.934579439,67
2020-07-31T00:00:00.000,Sarasota,FL,Passenger,2,0,2,25,27,7.407407407,68
2020-07-31T00:00:00.000,Stevens,WA,Passenger,37,35,72,30629,30701,0.234520048,69
2020-07-31T00:00:00.000,Stevens,WA,Truck,0,0,0,18672,18672,0,70
2020-07-31T00:00:00.000,Twin Falls,ID,Passenger,0,1,1,20,21,4.761904762,71
2020-07-31T00:00:00.000,Vigo,IN,Passenger,1,0,1,5,6,16.66666667,72
2020-07-31T00:00:00.000,Wahkiakum,WA,Truck,0,0,0,1742,1742,0,73
2020-07-31T00:00:00.000,Washoe,NV,Passenger,1,0,1,97,98,1.020408163,74
2020-06-30T00:00:00.000,New Haven,CT,Passenger,0,2,2,38,40,5,75
2020-06-30T00:00:00.000,Pend Oreille,WA,Passenger,7,6,13,9243,9256,0.140449438,76
2020-06-30T00:00:00.000,Pend Oreille,WA,Truck,0,0,0,5763,5763,0,77
2020-06-30T00:00:00.000,Placer,CA,Passenger,1,0,1,85,86,1.162790698,78
2020-06-30T00:00:00.000,RÃ­o Grande,PR,Passenger,1,0,1,1,2,50,79
2020-06-30T00:00:00.000,Ramsey,MN,Passenger,1,0,1,41,42,2.380952381,80
2020-06-30T00:00:00.000,San Diego,CA,Passenger,15,6,21,2792,2813,0.74653395,81
2020-05-31T00:00:00.000,Stafford,VA,Passenger,1,1,2,89,91,2.197802198,82
2020-05-31T00:00:00.000,Suffolk,MA,Passenger,0,2,2,35,37,5.405405405,83
2020-05-31T00:00:00.000,Valencia,NM,Passenger,1,0,1,5,6,16.66666667,84
2020-06-30T00:00:00.000,Ada,ID,Passenger,0,1,1,264,265,0.377358491,85
2020-06-30T00:00:00.000,Arlington,VA,Passenger,0,2,2,147,149,1.342281879,86
2020-06-30T00:00:00.000,Bartow,GA,Passenger,0,1,1,2,3,33.33333333,87
2020-06-30T00:00:00.000,Goochland,VA,Passenger,2,1,3,245,248,1.209677419,88
2020-06-30T00:00:00.000,Greene,MO,Passenger,0,1,1,31,32,3.125,89
2020-06-30T00:00:00.000,Hamilton,IN,Passenger,1,0,1,40,41,2.43902439,90
2020-06-30T00:00:00.000,Harris,TX,Passenger,1,0,1,225,226,0.442477876,91
2020-06-30T00:00:00.000,Honolulu,HI,Passenger,4,1,5,443,448,1.116071429,92
2020-06-30T00:00:00.000,Island,WA,Passenger,419,268,687,62816,63503,1.081838653,93
2020-06-30T00:00:00.000,Jefferson,WA,Truck,0,0,0,9535,9535,0,94
2020-08-31T00:00:00.000,Ada,ID,Passenger,0,1,1,251,252,0.396825397,95
2020-08-31T00:00:00.000,Bell,TX,Passenger,0,1,1,415,416,0.240384615,96
2020-08-31T00:00:00.000,Boone,MO,Passenger,0,1,1,11,12,8.333333333,97
2020-08-31T00:00:00.000,Calvert,MD,Passenger,0,2,2,86,88,2.272727273,98
2020-08-31T00:00:00.000,Camden,NJ,Passenger,0,1,1,22,23,4.347826087,99
2020-08-31T00:00:00.000,Clackamas,OR,Passenger,2,0,2,182,184,1.086956522,100
2020-05-31T00:00:00.000,DeKalb,GA,Passenger,1,0,1,77,78,1.282051282,101
2020-05-31T00:00:00.000,Douglas,WA,Passenger,69,40,109,27970,28079,0.388190463,102
2020-05-31T00:00:00.000,Frederick,MD,Passenger,1,1,2,77,79,2.53164557,103
2020-05-31T00:00:00.000,Grant,WA,Passenger,59,70,129,65212,65341,0.197425812,104
2020-05-31T00:00:00.000,Grays Harbor,WA,Truck,0,0,0,20769,20769,0,105
2020-05-31T00:00:00.000,Houston,GA,Passenger,1,0,1,53,54,1.851851852,106
2020-04-30T00:00:00.000,Juneau,AK,Passenger,0,2,2,31,33,6.060606061,107
2020-04-30T00:00:00.000,Kent,MI,Passenger,0,1,1,23,24,4.166666667,108
2020-04-30T00:00:00.000,Kitsap,WA,Truck,1,0,1,53924,53925,0.001854427,109
2020-04-30T00:00:00.000,Lewis,WA,Passenger,99,106,205,58657,58862,0.34827223,110
2020-04-30T00:00:00.000,Montgomery,PA,Passenger,1,0,1,31,32,3.125,111
2020-04-30T00:00:00.000,New London,CT,Passenger,1,2,3,253,256,1.171875,112
2020-04-30T00:00:00.000,Orange,CA,Passenger,7,2,9,496,505,1.782178218,113
2020-04-30T00:00:00.000,Riverside,CA,Passenger,3,1,4,630,634,0.630914826,114
2020-04-30T00:00:00.000,Sacramento,CA,Passenger,1,0,1,264,265,0.377358491,115
2020-04-30T00:00:00.000,San Juan,WA,Passenger,295,88,383,14157,14540,2.634112792,116
2020-04-30T00:00:00.000,Santa Clara,CA,Passenger,6,2,8,315,323,2.476780186,117
2020-03-31T00:00:00.000,Pend Oreille,WA,Truck,0,0,0,5759,5759,0,118
2020-03-31T00:00:00.000,Placer,CA,Passenger,1,0,1,89,90,1.111111111,119
2020-03-31T00:00:00.000,RÃ­o Grande,PR,Passenger,1,0,1,1,2,50,120
2020-03-31T00:00:00.000,Ramsey,MN,Passenger,1,0,1,42,43,2.325581395,121
2020-03-31T00:00:00.000,San Diego,CA,Passenger,13,6,19,2814,2833,0.670667137,122
2020-03-31T00:00:00.000,Skamania,WA,Passenger,29,17,46,8720,8766,0.524754734,123
2020-03-31T00:00:00.000,St. Clair,IL,Passenger,1,0,1,144,145,0.689655172,124
2020-06-30T00:00:00.000,Calvert,MD,Passenger,0,2,2,89,91,2.197802198,125
2020-06-30T00:00:00.000,Charleston,SC,Passenger,1,0,1,103,104,0.961538462,126
2020-06-30T00:00:00.000,Clark,WA,Passenger,2014,1056,3070,317718,320788,0.957018342,127
2020-06-30T00:00:00.000,DeKalb,GA,Passenger,1,0,1,78,79,1.265822785,128
2020-06-30T00:00:00.000,District of Columbia,DC,Passenger,2,1,3,195,198,1.515151515,129
2020-04-30T00:00:00.000,New Haven,CT,Passenger,0,2,2,41,43,4.651162791,130
2020-04-30T00:00:00.000,Norfolk,VA,Passenger,2,2,4,354,358,1.117318436,131
2020-04-30T00:00:00.000,Nueces,TX,Passenger,1,0,1,79,80,1.25,132
2020-04-30T00:00:00.000,Owyhee,ID,Passenger,1,0,1,3,4,25,133
2020-04-30T00:00:00.000,Palm Beach,FL,Passenger,0,1,1,74,75,1.333333333,134
2020-04-30T00:00:00.000,Rockingham,NH,Passenger,1,0,1,28,29,3.448275862,135
2020-04-30T00:00:00.000,Rogers,OK,Passenger,1,0,1,6,7,14.28571429,136
2020-04-30T00:00:00.000,Santa Cruz,CA,Passenger,1,0,1,38,39,2.564102564,137
2020-08-31T00:00:00.000,Contra Costa,CA,Passenger,4,2,6,320,326,1.840490798,138
2020-08-31T00:00:00.000,DeKalb,IN,Passenger,1,0,1,1,2,50,139
2020-08-31T00:00:00.000,Douglas,CO,Passenger,0,1,1,77,78,1.282051282,140
2020-08-31T00:00:00.000,Ferry,WA,Truck,0,0,0,3580,3580,0,141
2020-08-31T00:00:00.000,Franklin,WA,Passenger,66,77,143,60798,60941,0.234653189,142
2020-08-31T00:00:00.000,Hennepin,MN,Passenger,3,0,3,86,89,3.370786517,143
2020-05-31T00:00:00.000,King,WA,Passenger,24025,7684,31709,1375179,1406888,2.25383968,144
2020-05-31T00:00:00.000,Kittitas,WA,Truck,0,0,0,14551,14551,0,145
2020-05-31T00:00:00.000,Middlesex,MA,Passenger,1,1,2,101,103,1.941747573,146
2020-05-31T00:00:00.000,Monroe,IL,Passenger,1,0,1,4,5,20,147
2020-04-30T00:00:00.000,Solano,CA,Passenger,1,0,1,218,219,0.456621005,148
2020-04-30T00:00:00.000,Stafford,VA,Passenger,1,1,2,87,89,2.247191011,149
2020-04-30T00:00:00.000,Suffolk,VA,Passenger,1,0,1,121,122,0.819672131,150
2020-04-30T00:00:00.000,Sumter,FL,Passenger,0,1,1,9,10,10,151
2020-04-30T00:00:00.000,Thurston,WA,Truck,0,0,0,55508,55508,0,152
2020-04-30T00:00:00.000,Travis,TX,Passenger,2,1,3,179,182,1.648351648,153
2020-04-30T00:00:00.000,Ventura,CA,Passenger,0,3,3,295,298,1.006711409,154
2020-04-30T00:00:00.000,Whitman,WA,Passenger,44,48,92,22315,22407,0.410585978,155
2020-06-30T00:00:00.000,Mason,WA,Passenger,159,135,294,47286,47580,0.617906683,156
2020-06-30T00:00:00.000,Multnomah,OR,Passenger,4,7,11,697,708,1.553672316,157
2020-06-30T00:00:00.000,Nassau,NY,Passenger,4,0,4,29,33,12.12121212,158
2020-06-30T00:00:00.000,Newport,RI,Passenger,1,0,1,83,84,1.19047619,159
2020-06-30T00:00:00.000,Okanogan,WA,Passenger,36,33,69,25848,25917,0.266234518,160
2020-06-30T00:00:00.000,Osceola,FL,Passenger,1,0,1,36,37,2.702702703,161
2020-06-30T00:00:00.000,Penobscot,ME,Passenger,0,1,1,13,14,7.142857143,162
2020-06-30T00:00:00.000,Pierce,WA,Passenger,2382,1693,4075,549788,553863,0.73574151,163
2020-06-30T00:00:00.000,Pinellas,FL,Passenger,1,1,2,107,109,1.834862385,164
2020-03-31T00:00:00.000,Walla Walla,WA,Passenger,68,63,131,36246,36377,0.360117657,165
2020-03-31T00:00:00.000,Yakima,WA,Passenger,124,116,240,165859,166099,0.14449214,166
2020-04-30T00:00:00.000,Benton,WA,Passenger,348,321,669,134580,135249,0.494643214,167
2020-04-30T00:00:00.000,Brevard,FL,Passenger,0,1,1,85,86,1.162790698,168
2020-04-30T00:00:00.000,Cascade,MT,Passenger,0,1,1,58,59,1.694915254,169
2020-08-31T00:00:00.000,Juneau,AK,Passenger,0,1,1,27,28,3.571428571,170
2020-08-31T00:00:00.000,Kittitas,WA,Passenger,110,47,157,29766,29923,0.524680012,171
2020-08-31T00:00:00.000,Klamath,OR,Passenger,1,0,1,29,30,3.333333333,172
2020-08-31T00:00:00.000,Lincoln,WA,Truck,0,0,0,4652,4652,0,173
2020-08-31T00:00:00.000,Maui,HI,Passenger,1,0,1,30,31,3.225806452,174
2020-06-30T00:00:00.000,Skamania,WA,Passenger,31,17,48,8483,8531,0.562653851,175
2020-06-30T00:00:00.000,Walla Walla,WA,Passenger,73,62,135,35839,35974,0.375271029,176
2020-06-30T00:00:00.000,Whatcom,WA,Passenger,1065,500,1565,149278,150843,1.037502569,177
2020-06-30T00:00:00.000,Yakima,WA,Passenger,132,119,251,165374,165625,0.15154717,178
2020-07-31T00:00:00.000,Adams,WA,Passenger,9,7,16,12865,12881,0.124213959,179
2020-07-31T00:00:00.000,Adams,WA,Truck,0,0,0,5282,5282,0,180
2020-07-31T00:00:00.000,Albemarle,VA,Passenger,1,0,1,20,21,4.761904762,181
2020-07-31T00:00:00.000,Anne Arundel,MD,Passenger,0,1,1,406,407,0.245700246,182
2020-07-31T00:00:00.000,Arapahoe,CO,Passenger,1,0,1,127,128,0.78125,183
2020-07-31T00:00:00.000,Asotin,WA,Truck,0,0,0,6653,6653,0,184
2020-06-30T00:00:00.000,Ferry,WA,Passenger,5,3,8,4330,4338,0.184416782,185
2020-06-30T00:00:00.000,Fresno,CA,Passenger,1,0,1,183,184,0.543478261,186
2020-06-30T00:00:00.000,Fulton,GA,Passenger,1,2,3,97,100,3,187
2020-06-30T00:00:00.000,Grant,WA,Truck,0,0,0,27089,27089,0,188
2020-06-30T00:00:00.000,Houston,GA,Passenger,1,0,1,54,55,1.818181818,189
2020-06-30T00:00:00.000,Jefferson,NY,Passenger,0,1,1,210,211,0.473933649,190
2020-06-30T00:00:00.000,Kent,MI,Passenger,0,1,1,23,24,4.166666667,191
2020-06-30T00:00:00.000,King,WA,Passenger,24117,7708,31825,1371259,1403084,2.268217726,192
2020-04-30T00:00:00.000,Snohomish,WA,Passenger,4401,1753,6154,535230,541384,1.136716268,193
2020-04-30T00:00:00.000,Spokane,WA,Passenger,711,472,1183,316352,317535,0.372557356,194
2020-04-30T00:00:00.000,St. Clair,IL,Passenger,1,0,1,143,144,0.694444444,195
2020-04-30T00:00:00.000,St. Louis,MO,Passenger,1,0,1,98,99,1.01010101,196
2020-04-30T00:00:00.000,Yakima,WA,Truck,0,0,0,59524,59524,0,197
2020-07-31T00:00:00.000,Clackamas,OR,Passenger,2,0,2,189,191,1.047120419,198
2020-07-31T00:00:00.000,DeKalb,IN,Passenger,1,0,1,1,2,50,199
2020-07-31T00:00:00.000,Erie,NY,Passenger,1,0,1,43,44,2.272727273,200
2020-08-31T00:00:00.000,Montgomery,AL,Passenger,0,1,1,38,39,2.564102564,201
2020-08-31T00:00:00.000,New Haven,CT,Passenger,0,2,2,35,37,5.405405405,202
2020-05-31T00:00:00.000,Moore,NC,Passenger,0,1,1,163,164,0.609756098,203
2020-05-31T00:00:00.000,Okanogan,WA,Truck,0,0,0,16388,16388,0,204
2020-05-31T00:00:00.000,Pend Oreille,WA,Truck,0,0,0,5744,5744,0,205
2020-05-31T00:00:00.000,Pima,AZ,Passenger,3,1,4,346,350,1.142857143,206
2020-05-31T00:00:00.000,Placer,CA,Passenger,1,0,1,84,85,1.176470588,207
2020-05-31T00:00:00.000,Ramsey,MN,Passenger,1,0,1,41,42,2.380952381,208
2020-05-31T00:00:00.000,San Diego,CA,Passenger,15,6,21,2773,2794,0.751610594,209
2020-05-31T00:00:00.000,Benton,WA,Truck,0,0,0,42473,42473,0,210
2020-05-31T00:00:00.000,Broward,FL,Passenger,2,1,3,110,113,2.654867257,211
2020-05-31T00:00:00.000,Cascade,MT,Passenger,0,1,1,58,59,1.694915254,212
2020-05-31T00:00:00.000,Chelan,WA,Truck,0,0,0,22435,22435,0,213
2020-05-31T00:00:00.000,Cowlitz,WA,Passenger,136,115,251,72373,72624,0.345615774,214
2020-05-31T00:00:00.000,Alameda,CA,Passenger,2,1,3,269,272,1.102941176,215
2020-05-31T00:00:00.000,Brevard,FL,Passenger,0,1,1,83,84,1.19047619,216
2020-05-31T00:00:00.000,Carroll,NH,Passenger,0,1,1,4,5,20,217
2020-05-31T00:00:00.000,Charles,MD,Passenger,1,1,2,73,75,2.666666667,218
2020-05-31T00:00:00.000,Clay,FL,Passenger,0,1,1,80,81,1.234567901,219
2020-05-31T00:00:00.000,Denton,TX,Passenger,1,0,1,85,86,1.162790698,220
2020-05-31T00:00:00.000,Douglas,NE,Passenger,0,1,1,56,57,1.754385965,221
2020-06-30T00:00:00.000,Queens,NY,Passenger,1,0,1,50,51,1.960784314,222
2020-06-30T00:00:00.000,San Francisco,CA,Passenger,1,1,2,89,91,2.197802198,223
2020-06-30T00:00:00.000,Skagit,WA,Passenger,407,221,628,91162,91790,0.684170389,224
2020-06-30T00:00:00.000,Skamania,WA,Truck,0,0,0,4011,4011,0,225
2020-06-30T00:00:00.000,St. Mary's,MD,Passenger,1,0,1,216,217,0.460829493,226
2020-06-30T00:00:00.000,Twin Falls,ID,Passenger,0,1,1,22,23,4.347826087,227
2020-06-30T00:00:00.000,Vigo,IN,Passenger,1,0,1,5,6,16.66666667,228
2020-06-30T00:00:00.000,Wahkiakum,WA,Truck,0,0,0,1737,1737,0,229
2020-06-30T00:00:00.000,Walla Walla,WA,Truck,0,0,0,13744,13744,0,230
2020-06-30T00:00:00.000,Larimer,CO,Passenger,1,0,1,51,52,1.923076923,231
2020-06-30T00:00:00.000,Mason,WA,Truck,0,0,0,20606,20606,0,232
2020-06-30T00:00:00.000,Monroe,IL,Passenger,1,0,1,4,5,20,233
2020-06-30T00:00:00.000,Monterey,CA,Passenger,0,1,1,164,165,0.606060606,234
2020-06-30T00:00:00.000,Moore,NC,Passenger,0,2,2,163,165,1.212121212,235
2020-06-30T00:00:00.000,Nassau,FL,Passenger,1,0,1,34,35,2.857142857,236
2020-06-30T00:00:00.000,Norfolk,VA,Passenger,2,2,4,351,355,1.126760563,237
2020-06-30T00:00:00.000,Oldham,KY,Passenger,0,1,1,4,5,20,238
2020-04-30T00:00:00.000,Chelan,WA,Truck,0,0,0,22460,22460,0,239
2020-04-30T00:00:00.000,Columbia,WA,Passenger,3,3,6,2407,2413,0.248653129,240
2020-04-30T00:00:00.000,Columbia,WA,Truck,0,0,0,1525,1525,0,241
2020-04-30T00:00:00.000,Cowlitz,WA,Truck,0,0,0,28769,28769,0,242
2020-04-30T00:00:00.000,Dakota,MN,Passenger,0,1,1,30,31,3.225806452,243
2020-04-30T00:00:00.000,Denver,CO,Passenger,1,0,1,120,121,0.826446281,244
2020-04-30T00:00:00.000,El Paso,TX,Passenger,3,0,3,435,438,0.684931507,245
2020-04-30T00:00:00.000,Fairbanks North Star,AK,Passenger,0,1,1,102,103,0.970873786,246
2020-04-30T00:00:00.000,Gwinnett,GA,Passenger,1,0,1,76,77,1.298701299,247
2020-08-31T00:00:00.000,San Juan,WA,Passenger,320,100,420,13930,14350,2.926829268,248
2020-08-31T00:00:00.000,Santa Clara,CA,Passenger,7,2,9,273,282,3.191489362,249
2020-08-31T00:00:00.000,Sedgwick,KS,Passenger,1,1,2,86,88,2.272727273,250
2020-08-31T00:00:00.000,Shelby,TN,Passenger,0,1,1,84,85,1.176470588,251
2020-08-31T00:00:00.000,St. Clair,IL,Passenger,1,0,1,144,145,0.689655172,252
2020-08-31T00:00:00.000,Thurston,WA,Passenger,1196,752,1948,197155,199103,0.97838807,253
2020-06-30T00:00:00.000,Washington,OR,Passenger,1,0,1,424,425,0.235294118,254
2020-06-30T00:00:00.000,Washoe,NV,Passenger,1,0,1,100,101,0.99009901,255
2020-07-31T00:00:00.000,,,Passenger,5,1,6,351,357,1.680672269,256
2020-07-31T00:00:00.000,Bell,TX,Passenger,0,1,1,419,420,0.238095238,257
2020-05-31T00:00:00.000,Jefferson,WA,Passenger,233,141,374,24827,25201,1.484068093,258
2020-05-31T00:00:00.000,King,WA,Truck,5,1,6,181433,181439,0.003306897,259
2020-05-31T00:00:00.000,Suffolk,VA,Passenger,1,0,1,117,118,0.847457627,260
2020-05-31T00:00:00.000,Ventura,CA,Passenger,1,2,3,292,295,1.016949153,261
2020-05-31T00:00:00.000,Virginia Beach,VA,Passenger,1,0,1,668,669,0.149476831,262
2020-05-31T00:00:00.000,Yakima,WA,Passenger,131,117,248,165041,165289,0.150040233,263
2020-06-30T00:00:00.000,Adams,WA,Passenger,9,7,16,12785,12801,0.124990235,264
2020-06-30T00:00:00.000,Arapahoe,CO,Passenger,1,0,1,128,129,0.775193798,265
2020-06-30T00:00:00.000,Pima,AZ,Passenger,3,1,4,343,347,1.152737752,266
2020-06-30T00:00:00.000,Putnam,TN,Passenger,0,1,1,3,4,25,267
2020-06-30T00:00:00.000,Sacramento,CA,Passenger,1,0,1,261,262,0.381679389,268
2020-06-30T00:00:00.000,Santa Cruz,CA,Passenger,1,0,1,33,34,2.941176471,269
2020-06-30T00:00:00.000,Sarasota,FL,Passenger,2,0,2,26,28,7.142857143,270
2020-06-30T00:00:00.000,Shelby,TN,Passenger,0,1,1,87,88,1.136363636,271
2020-06-30T00:00:00.000,Spartanburg,SC,Passenger,0,1,1,41,42,2.380952381,272
2020-06-30T00:00:00.000,St. Clair,IL,Passenger,1,0,1,141,142,0.704225352,273
2020-05-31T00:00:00.000,Dakota,MN,Passenger,0,1,1,30,31,3.225806452,274
2020-05-31T00:00:00.000,Flathead,MT,Passenger,1,0,1,61,62,1.612903226,275
2020-05-31T00:00:00.000,Fulton,GA,Passenger,1,2,3,100,103,2.912621359,276
2020-05-31T00:00:00.000,Goochland,VA,Passenger,2,1,3,247,250,1.2,277
2020-05-31T00:00:00.000,Hamilton,IN,Passenger,1,0,1,39,40,2.5,278
2020-05-31T00:00:00.000,Harris,TX,Passenger,1,0,1,228,229,0.436681223,279
2020-05-31T00:00:00.000,Island,WA,Passenger,408,270,678,62809,63487,1.067935168,280
2020-05-31T00:00:00.000,Island,WA,Truck,1,0,1,21140,21141,0.004730145,281
2020-05-31T00:00:00.000,Jefferson,NY,Passenger,0,1,1,210,211,0.473933649,282
2020-05-31T00:00:00.000,Kent,MI,Passenger,0,1,1,23,24,4.166666667,283
2020-07-31T00:00:00.000,Franklin,WA,Passenger,65,79,144,60783,60927,0.236348417,284
2020-07-31T00:00:00.000,Franklin,WA,Truck,0,0,0,20097,20097,0,285
2020-07-31T00:00:00.000,Garfield,WA,Passenger,0,1,1,1353,1354,0.073855244,286
2020-07-31T00:00:00.000,Honolulu,HI,Passenger,4,1,5,441,446,1.121076233,287
2020-07-31T00:00:00.000,Howard,MD,Passenger,0,1,1,69,70,1.428571429,288
2020-07-31T00:00:00.000,Jefferson,CO,Passenger,0,1,1,60,61,1.639344262,289
2020-07-31T00:00:00.000,Kern,CA,Passenger,0,1,1,223,224,0.446428571,290
2020-07-31T00:00:00.000,Kitsap,WA,Passenger,1378,696,2074,179912,181986,1.139648105,291
2020-07-31T00:00:00.000,Klamath,OR,Passenger,1,0,1,30,31,3.225806452,292
2020-04-30T00:00:00.000,Island,WA,Truck,1,0,1,21150,21151,0.004727909,293
2020-04-30T00:00:00.000,Klickitat,WA,Truck,0,0,0,8193,8193,0,294
2020-04-30T00:00:00.000,Kootenai,ID,Passenger,1,0,1,215,216,0.462962963,295
2020-04-30T00:00:00.000,Lake,FL,Passenger,1,0,1,20,21,4.761904762,296
2020-04-30T00:00:00.000,Montgomery,OH,Passenger,0,1,1,45,46,2.173913043,297
2020-08-31T00:00:00.000,Yakima,WA,Truck,0,0,0,60428,60428,0,298
2020-09-30T00:00:00.000,,,Passenger,5,1,6,341,347,1.729106628,299
2020-09-30T00:00:00.000,Boone,MO,Passenger,0,1,1,11,12,8.333333333,300
2020-09-30T00:00:00.000,Camden,NJ,Passenger,0,1,1,23,24,4.166666667,301
